Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung,ISIN
BBOX,TRITAX BIG BOX REIT PLC,Immobilien,Aktien,"2.809.126,90","0,03","2.809.126,90","1.669.858,00","1,68",Vereinigtes Königreich,London Stock Exchange,GBP,GB00BG49KP99
EDPR,EDP RENOVAVEIS SA,Versorger,Aktien,"2.794.344,34","0,03","2.794.344,34","243.622,00","11,47",Portugal,Nyse Euronext - Euronext Lisbon,EUR,ES0127797019
BWY,BELLWAY PLC,Zyklische Konsumgüter ,Aktien,"2.791.031,35","0,03","2.791.031,35","87.091,00","32,05",Vereinigtes Königreich,London Stock Exchange,GBP,GB0000904986
WPP,WPP PLC,Kommunikation,Aktien,"2.787.214,56","0,03","2.787.214,56","809.470,00","3,44",Vereinigtes Königreich,London Stock Exchange,GBP,JE00B8KF9B49
SB1NO,SPAREBANK SR-NORGE,Financials,Aktien,"2.760.551,15","0,03","2.760.551,15","183.728,00","15,03",Norwegen,Oslo Bors Asa,NOK,NO0010631567
HER,HERA,Versorger,Aktien,"2.750.190,16","0,03","2.750.190,16","667.198,00","4,12",Italien,Borsa Italiana,EUR,IT0001250932
ITV,ITV PLC,Kommunikation,Aktien,"2.745.268,48","0,03","2.745.268,48","2.960.514,00","0,93",Vereinigtes Königreich,London Stock Exchange,GBP,GB0033986497
TUI1,TUI N AG,Zyklische Konsumgüter ,Aktien,"2.725.051,10","0,03","2.725.051,10","343.119,00","7,94",Vereinigtes Königreich,Xetra,EUR,DE000TUAG505
IVG,IVECO GROUP NV,Industrie,Aktien,"2.718.644,40","0,03","2.718.644,40","147.352,00","18,45",Italien,Borsa Italiana,EUR,NL0015000LU4
NTGY,NATURGY ENERGY GROUP SA,Versorger,Aktien,"2.707.844,40","0,03","2.707.844,40","101.190,00","26,76",Spanien,Bolsa De Madrid,EUR,ES0116870314
INCH,INCHCAPE PLC,Zyklische Konsumgüter ,Aktien,"2.708.141,97","0,03","2.708.141,97","312.222,00","8,67",Vereinigtes Königreich,London Stock Exchange,GBP,GB00B61TVQ02
BGEO,LION FINANCE GROUP PLC,Financials,Aktien,"2.700.079,93","0,03","2.700.079,93","27.131,00","99,52",Vereinigtes Königreich,London Stock Exchange,GBP,GB00BF4HYT85
RAND,RANDSTAD HOLDING,Industrie,Aktien,"2.667.947,43","0,03","2.667.947,43","80.627,00","33,09",Niederlande,Euronext Amsterdam,EUR,NL0000379121
INVP,INVESTEC PLC,Financials,Aktien,"2.650.384,66","0,03","2.650.384,66","425.326,00","6,23",Vereinigtes Königreich,London Stock Exchange,GBP,GB00B17BBQ50
BC8,BECHTLE AG,IT,Aktien,"2.648.570,60","0,03","2.648.570,60","66.547,00","39,80",Deutschland,Xetra,EUR,DE0005158703
ZEG,ZEGONA COMMUNICATIONS PLC,Kommunikation,Aktien,"2.633.271,12","0,03","2.633.271,12","170.910,00","15,41",Vereinigtes Königreich,London Stock Exchange,GBP,GB00BVGBY890
BOL,BOLLORE,Kommunikation,Aktien,"2.633.662,35","0,03","2.633.662,35","566.379,00","4,65",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0000039299
RAA,RATIONAL AG,Industrie,Aktien,"2.611.878,50","0,03","2.611.878,50","4.169,00","626,50",Deutschland,Xetra,EUR,DE0007010803
CPR,DAVIDE CAMPARI MILANO NV,Nichtzyklische Konsumgüter,Aktien,"2.571.925,93","0,03","2.571.925,93","456.177,00","5,64",Italien,Borsa Italiana,EUR,NL0015435975
ENG,ENAGAS SA,Versorger,Aktien,"2.564.184,80","0,03","2.564.184,80","180.640,00","14,20",Spanien,Bolsa De Madrid,EUR,ES0130960018
SBMO,SBM OFFSHORE NV,Energie,Aktien,"2.562.228,02","0,03","2.562.228,02","104.071,00","24,62",Niederlande,Euronext Amsterdam,EUR,NL0000360618
BC,BRUNELLO CUCINELLI,Zyklische Konsumgüter ,Aktien,"2.538.071,98","0,03","2.538.071,98","28.157,00","90,14",Italien,Borsa Italiana,EUR,IT0004764699
NDX1,NORDEX,Industrie,Aktien,"2.534.248,96","0,03","2.534.248,96","95.416,00","26,56",Deutschland,Xetra,EUR,DE000A0D6554
GRF,GRIFOLS SA CLASS A,Gesundheitsversorgung,Aktien,"2.520.597,20","0,03","2.520.597,20","240.515,00","10,48",Spanien,Bolsa De Madrid,EUR,ES0171996087
SRP,SERCO GROUP PLC,Industrie,Aktien,"2.512.228,04","0,03","2.512.228,04","877.682,00","2,86",Vereinigtes Königreich,London Stock Exchange,GBP,GB0007973794
LOTB,LOTUS BAKERIES NV,Nichtzyklische Konsumgüter,Aktien,"2.498.720,00","0,03","2.498.720,00","322,00","7.760,00",Belgien,Nyse Euronext - Euronext Brussels,EUR,BE0003604155
SPM,SAIPEM,Energie,Aktien,"2.497.309,17","0,03","2.497.309,17","1.060.879,00","2,35",Italien,Borsa Italiana,EUR,IT0005495657
NDA,AURUBIS AG,Materialien,Aktien,"2.487.127,20","0,03","2.487.127,20","22.049,00","112,80",Deutschland,Xetra,EUR,DE0006766504
EVK,EVONIK INDUSTRIES AG,Materialien,Aktien,"2.480.019,12","0,03","2.480.019,12","187.596,00","13,22",Deutschland,Xetra,EUR,DE000EVNK013
AG1,AUTO1 GROUP,Zyklische Konsumgüter ,Aktien,"2.463.345,72","0,03","2.463.345,72","103.851,00","23,72",Deutschland,Xetra,EUR,DE000A2LQ884
SWEC B,SWECO CLASS B,Industrie,Aktien,"2.462.663,65","0,03","2.462.663,65","171.499,00","14,36",Schweden,Nasdaq Omx Nordic,SEK,SE0014960373
TEP,TELEPERFORMANCE,Industrie,Aktien,"2.460.201,48","0,03","2.460.201,48","42.801,00","57,48",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0000051807
AKE,ARKEMA SA,Materialien,Aktien,"2.459.729,25","0,03","2.459.729,25","47.531,00","51,75",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0010313833
PNN,PENNON GROUP PLC,Versorger,Aktien,"2.427.563,96","0,03","2.427.563,96","402.468,00","6,03",Vereinigtes Königreich,London Stock Exchange,GBP,GB00BNNTLN49
AED,AEDIFICA NV,Immobilien,Aktien,"2.427.029,75","0,03","2.427.029,75","36.913,00","65,75",Belgien,Nyse Euronext - Euronext Brussels,EUR,BE0003851681
BGN,BANCA GENERALI,Financials,Aktien,"2.419.909,35","0,03","2.419.909,35","44.689,00","54,15",Italien,Borsa Italiana,EUR,IT0001031084
GBF,BILFINGER,Industrie,Aktien,"2.405.990,40","0,03","2.405.990,40","24.576,00","97,90",Deutschland,Xetra,EUR,DE0005909006
AYV,AYVENS SA,Industrie,Aktien,"2.378.380,00","0,03","2.378.380,00","218.000,00","10,91",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0013258662
DRX,DRAX GROUP PLC,Versorger,Aktien,"2.375.921,04","0,03","2.375.921,04","289.138,00","8,22",Vereinigtes Königreich,London Stock Exchange,GBP,GB00B1VNSX38
DIE,DIETEREN (D) SA,Zyklische Konsumgüter ,Aktien,"2.368.886,40","0,03","2.368.886,40","15.856,00","149,40",Belgien,Nyse Euronext - Euronext Brussels,EUR,BE0974259880
COFB,COFINIMMO REIT SA,Immobilien,Aktien,"2.360.364,30","0,03","2.360.364,30","30.674,00","76,95",Belgien,Nyse Euronext - Euronext Brussels,EUR,BE0003593044
WIE,WIENERBERGER AG,Materialien,Aktien,"2.353.216,32","0,03","2.353.216,32","79.716,00","29,52",Österreich,Wiener Boerse Ag,EUR,AT0000831706
ROR,ROTORK PLC,Industrie,Aktien,"2.351.166,28","0,03","2.351.166,28","613.126,00","3,83",Vereinigtes Königreich,London Stock Exchange,GBP,GB00BVFNZH21
TEG,TAG IMMOBILIEN AG,Immobilien,Aktien,"2.334.754,98","0,02","2.334.754,98","161.463,00","14,46",Deutschland,Xetra,EUR,DE0008303504
SFZN,SIEGFRIED HOLDING AG,Gesundheitsversorgung,Aktien,"2.327.977,34","0,02","2.327.977,34","30.275,00","76,89",Schweiz,SIX Swiss Exchange,CHF,CH1429326825
LATO B,LATOUR INVESTMENT CLASS B,Industrie,Aktien,"2.325.970,50","0,02","2.325.970,50","108.997,00","21,34",Schweden,Nasdaq Omx Nordic,SEK,SE0010100958
CWK,CRANSWICK PLC,Nichtzyklische Konsumgüter,Aktien,"2.321.926,36","0,02","2.321.926,36","39.736,00","58,43",Vereinigtes Königreich,London Stock Exchange,GBP,GB0002318888
HUH1V,HUHTAMAKI,Materialien,Aktien,"2.310.309,12","0,02","2.310.309,12","78.904,00","29,28",Finnland,Nasdaq Omx Helsinki Ltd.,EUR,FI0009000459
SIGN,SIG GROUP N AG,Materialien,Aktien,"2.304.645,57","0,02","2.304.645,57","226.522,00","10,17",Schweiz,SIX Swiss Exchange,CHF,CH0435377954
COV,COVIVIO SA,Immobilien,Aktien,"2.301.008,65","0,02","2.301.008,65","41.497,00","55,45",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0000064578
SUNN,SUNRISE N CLASS A AG,Kommunikation,Aktien,"2.277.204,99","0,02","2.277.204,99","50.055,00","45,49",Schweiz,SIX Swiss Exchange,CHF,CH1386220409
MANTA,MANDATUM,Financials,Aktien,"2.261.953,52","0,02","2.261.953,52","346.819,00","6,52",Finnland,Nasdaq Omx Helsinki Ltd.,EUR,FI4000552526
RUI,RUBIS,Versorger,Aktien,"2.251.255,08","0,02","2.251.255,08","68.594,00","32,82",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0013269123
RS1,RS GROUP PLC,Industrie,Aktien,"2.243.071,56","0,02","2.243.071,56","342.701,00","6,55",Vereinigtes Königreich,London Stock Exchange,GBP,GB0003096442
EMG,MAN GROUP PLC,Financials,Aktien,"2.231.723,72","0,02","2.231.723,72","951.093,00","2,35",Vereinigtes Königreich,London Stock Exchange,GBP,JE00BJ1DLW90
MYCR,MYCRONIC,IT,Aktien,"2.231.873,89","0,02","2.231.873,89","114.047,00","19,57",Schweden,Nasdaq Omx Nordic,SEK,SE0025158629
FDJU,FDJ UNITED,Zyklische Konsumgüter ,Aktien,"2.214.048,38","0,02","2.214.048,38","91.717,00","24,14",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0013451333
MBK,MBANK SA,Financials,Aktien,"2.211.360,95","0,02","2.211.360,95","8.971,00","246,50",Polen,Warsaw Stock Exchange/Equities/Main Market,PLN,PLBRE0000012
FRO,FRONTLINE,Energie,Aktien,"2.201.265,41","0,02","2.201.265,41","105.588,00","20,85",Norwegen,Oslo Bors Asa,NOK,CY0200352116
RBREW,ROYAL UNIBREW,Nichtzyklische Konsumgüter,Aktien,"2.190.602,89","0,02","2.190.602,89","29.532,00","74,18",Dänemark,Omx Nordic Exchange Copenhagen A/S,DKK,DK0060634707
ARCAD,ARCADIS NV,Industrie,Aktien,"2.171.850,36","0,02","2.171.850,36","58.794,00","36,94",Niederlande,Euronext Amsterdam,EUR,NL0006237562
REY,REPLY,IT,Aktien,"2.131.730,30","0,02","2.131.730,30","18.683,00","114,10",Italien,Borsa Italiana,EUR,IT0005282865
KBCA,KBC ANCORA NV,Financials,Aktien,"2.126.506,60","0,02","2.126.506,60","29.453,00","72,20",Belgien,Nyse Euronext - Euronext Brussels,EUR,BE0003867844
CMBN,CEMBRA MONEY BANK LTD,Financials,Aktien,"2.126.168,09","0,02","2.126.168,09","21.313,00","99,76",Schweiz,SIX Swiss Exchange,CHF,CH0225173167
CCL,CARNIVAL PLC,Zyklische Konsumgüter ,Aktien,"2.121.322,13","0,02","2.121.322,13","103.463,00","20,50",Vereinigtes Königreich,London Stock Exchange,GBP,GB0031215220
DEMANT,DEMANT,Gesundheitsversorgung,Aktien,"2.117.774,61","0,02","2.117.774,61","72.355,00","29,27",Dänemark,Omx Nordic Exchange Copenhagen A/S,DKK,DK0060738599
RF,EURAZEO,Financials,Aktien,"2.113.663,20","0,02","2.113.663,20","38.291,00","55,20",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0000121121
HIK,HIKMA PHARMACEUTICALS PLC,Gesundheitsversorgung,Aktien,"2.109.531,29","0,02","2.109.531,29","118.486,00","17,80",Vereinigtes Königreich,London Stock Exchange,GBP,GB00B0LCW083
ROCK B,ROCKWOOL CLASS B,Industrie,Aktien,"2.106.804,76","0,02","2.106.804,76","72.311,00","29,14",Dänemark,Omx Nordic Exchange Copenhagen A/S,DKK,DK0063855168
HOLM B,HOLMEN CLASS B,Materialien,Aktien,"2.091.160,79","0,02","2.091.160,79","66.126,00","31,62",Schweden,Nasdaq Omx Nordic,SEK,SE0011090018
BCVN,BC VAUD N,Financials,Aktien,"2.088.226,23","0,02","2.088.226,23","20.269,00","103,03",Schweiz,SIX Swiss Exchange,CHF,CH0531751755
GL9,GLANBIA PLC,Nichtzyklische Konsumgüter,Aktien,"2.088.259,83","0,02","2.088.259,83","142.349,00","14,67",Irland,Irish Stock Exchange - All Market,EUR,IE0000669501
FTK,FLATEXDEGIRO N AG,Financials,Aktien,"2.081.600,84","0,02","2.081.600,84","64.807,00","32,12",Deutschland,Xetra,EUR,DE000FTG1111
LIGHT,SIGNIFY NV,Industrie,Aktien,"2.067.824,92","0,02","2.067.824,92","103.082,00","20,06",Niederlande,Euronext Amsterdam,EUR,NL0011821392
AALB,AALBERTS NV,Industrie,Aktien,"2.065.344,54","0,02","2.065.344,54","74.669,00","27,66",Niederlande,Euronext Amsterdam,EUR,NL0000852564
BYG,BIG YELLOW GROUP PLC,Immobilien,Aktien,"2.053.825,23","0,02","2.053.825,23","158.413,00","12,97",Vereinigtes Königreich,London Stock Exchange,GBP,GB0002869419
NEXI,NEXI,Financials,Aktien,"2.043.327,10","0,02","2.043.327,10","517.298,00","3,95",Italien,Borsa Italiana,EUR,IT0005366767
ADP,AEROPORTS DE PARIS SA,Industrie,Aktien,"2.037.002,10","0,02","2.037.002,10","16.257,00","125,30",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0010340141
PLUS,PLUS500 LTD,Financials,Aktien,"2.017.804,79","0,02","2.017.804,79","56.667,00","35,61",Vereinigtes Königreich,London Stock Exchange,GBP,IL0011284465
QQ.,QINETIQ GROUP PLC,Industrie,Aktien,"1.969.929,24","0,02","1.969.929,24","415.318,00","4,74",Vereinigtes Königreich,London Stock Exchange,GBP,GB00B0WMWD03
SUN,SULZER AG,Industrie,Aktien,"1.948.196,21","0,02","1.948.196,21","13.125,00","148,43",Schweiz,SIX Swiss Exchange,CHF,CH0038388911
INPST,INPOST SA,Industrie,Aktien,"1.943.868,51","0,02","1.943.868,51","198.963,00","9,77",Niederlande,Euronext Amsterdam,EUR,LU2290522684
FPE3,FUCHS PREF,Materialien,Aktien,"1.929.137,42","0,02","1.929.137,42","48.691,00","39,62",Deutschland,Xetra,EUR,DE000A3E5D64
UMI,UMICORE SA,Materialien,Aktien,"1.929.193,50","0,02","1.929.193,50","135.382,00","14,25",Belgien,Nyse Euronext - Euronext Brussels,EUR,BE0974320526
FRA,FRAPORT FRANKFURT AIRPORT SERVICES,Industrie,Aktien,"1.926.710,50","0,02","1.926.710,50","26.947,00","71,50",Deutschland,Xetra,EUR,DE0005773303
INW,INFRASTRUTTURE WIRELESS ITALIANE,Kommunikation,Aktien,"1.920.303,61","0,02","1.920.303,61","244.003,00","7,87",Italien,Borsa Italiana,EUR,IT0005090300
AXFO,AXFOOD,Nichtzyklische Konsumgüter,Aktien,"1.918.983,46","0,02","1.918.983,46","77.046,00","24,91",Schweden,Nasdaq Omx Nordic,SEK,SE0006993770
VK,VALLOUREC SA,Energie,Aktien,"1.915.922,75","0,02","1.915.922,75","122.150,00","15,69",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0013506730
THULE,THULE GROUP,Zyklische Konsumgüter ,Aktien,"1.903.512,16","0,02","1.903.512,16","85.526,00","22,26",Schweden,Nasdaq Omx Nordic,SEK,SE0006422390
ALLFG,ALLFUNDS GROUP PLC,Financials,Aktien,"1.901.324,16","0,02","1.901.324,16","286.344,00","6,64",Niederlande,Euronext Amsterdam,EUR,GB00BNTJ3546
VZN,VZ HOLDING AG,Financials,Aktien,"1.893.789,05","0,02","1.893.789,05","11.932,00","158,71",Schweiz,SIX Swiss Exchange,CHF,CH0528751586
PHP,PRIMARY HEALTH PROPERTIES REIT PLC,Immobilien,Aktien,"1.880.631,13","0,02","1.880.631,13","1.710.242,00","1,10",Vereinigtes Königreich,London Stock Exchange,GBP,GB00BYRJ5J14
SHC,SHAFTESBURY CAPITAL PLC,Immobilien,Aktien,"1.868.606,28","0,02","1.868.606,28","1.153.828,00","1,62",Vereinigtes Königreich,London Stock Exchange,GBP,GB00B62G9D36
VAR,VAR ENERGI,Energie,Aktien,"1.863.230,35","0,02","1.863.230,35","704.198,00","2,65",Norwegen,Oslo Bors Asa,NOK,NO0011202772
VIS,VISCOFAN SA,Nichtzyklische Konsumgüter,Aktien,"1.857.519,00","0,02","1.857.519,00","34.785,00","53,40",Spanien,Bolsa De Madrid,EUR,ES0184262212
AMBU B,AMBU CLASS B,Gesundheitsversorgung,Aktien,"1.856.376,48","0,02","1.856.376,48","157.641,00","11,78",Dänemark,Omx Nordic Exchange Copenhagen A/S,DKK,DK0060946788
LOOMIS,LOOMIS CLASS B,Industrie,Aktien,"1.826.135,66","0,02","1.826.135,66","54.345,00","33,60",Schweden,Nasdaq Omx Nordic,SEK,SE0014504817
CDI,CHRISTIAN DIOR,Zyklische Konsumgüter ,Aktien,"1.823.406,00","0,02","1.823.406,00","3.133,00","582,00",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0000130403
UNI,UNICAJA BANCO SA,Financials,Aktien,"1.822.117,97","0,02","1.822.117,97","723.637,00","2,52",Spanien,Bolsa De Madrid,EUR,ES0180907000
TOM,TOMRA SYSTEMS,Industrie,Aktien,"1.815.906,02","0,02","1.815.906,02","170.138,00","10,67",Norwegen,Oslo Bors Asa,NOK,NO0012470089
FR,VALEO,Zyklische Konsumgüter ,Aktien,"1.784.368,42","0,02","1.784.368,42","166.065,00","10,74",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0013176526
UTG,UNITE GROUP PLC,Immobilien,Aktien,"1.773.549,96","0,02","1.773.549,96","284.875,00","6,23",Vereinigtes Königreich,London Stock Exchange,GBP,GB0006928617
KEMIRA,KEMIRA,Materialien,Aktien,"1.766.471,10","0,02","1.766.471,10","91.527,00","19,30",Finnland,Nasdaq Omx Helsinki Ltd.,EUR,FI0009004824
CAMX,CAMURUS,Gesundheitsversorgung,Aktien,"1.759.378,86","0,02","1.759.378,86","31.263,00","56,28",Schweden,Nasdaq Omx Nordic,SEK,SE0007692850
TCAP,TP ICAP GROUP PLC,Financials,Aktien,"1.756.345,50","0,02","1.756.345,50","616.801,00","2,85",Vereinigtes Königreich,London Stock Exchange,GBP,JE00BMDZN391
VTY,VISTRY GROUP PLC,Zyklische Konsumgüter ,Aktien,"1.751.795,64","0,02","1.751.795,64","237.165,00","7,39",Vereinigtes Königreich,London Stock Exchange,GBP,GB0001859296
VID,VIDRALA SA,Materialien,Aktien,"1.740.474,60","0,02","1.740.474,60","20.869,00","83,40",Spanien,Bolsa De Madrid,EUR,ES0183746314
FLS,FLSMIDTH AND CO CLASS B,Industrie,Aktien,"1.715.575,46","0,02","1.715.575,46","30.507,00","56,24",Dänemark,Omx Nordic Exchange Copenhagen A/S,DKK,DK0010234467
MOBN,MOBIMO HOLDING AG,Immobilien,Aktien,"1.689.369,52","0,02","1.689.369,52","4.394,00","384,47",Schweiz,SIX Swiss Exchange,CHF,CH0011108872
JD.,JD SPORTS FASHION PLC,Zyklische Konsumgüter ,Aktien,"1.678.275,72","0,02","1.678.275,72","1.916.228,00","0,88",Vereinigtes Königreich,London Stock Exchange,GBP,GB00BM8Q5M07
BUCN,BUCHER INDUSTRIES AG,Industrie,Aktien,"1.669.252,75","0,02","1.669.252,75","4.366,00","382,33",Schweiz,SIX Swiss Exchange,CHF,CH0002432174
BPT,BRIDGEPOINT GROUP PLC,Financials,Aktien,"1.664.821,09","0,02","1.664.821,09","519.859,00","3,20",Vereinigtes Königreich,London Stock Exchange,GBP,GB00BND88V85
VPK,KONINKLIJKE VOPAK NV,Energie,Aktien,"1.661.313,50","0,02","1.661.313,50","43.151,00","38,50",Niederlande,Euronext Amsterdam,EUR,NL0009432491
TBCG,TBC BANK GROUP PLC,Financials,Aktien,"1.657.857,13","0,02","1.657.857,13","36.225,00","45,77",Vereinigtes Königreich,London Stock Exchange,GBP,GB00BYT18307
GFTU,GRAFTON GROUP PLC,Industrie,Aktien,"1.639.960,18","0,02","1.639.960,18","155.429,00","10,55",Vereinigtes Königreich,London Stock Exchange,GBP,IE00B00MZ448
WIHL,WIHLBORGS FASTIGHETER,Immobilien,Aktien,"1.611.748,12","0,02","1.611.748,12","192.588,00","8,37",Schweden,Nasdaq Omx Nordic,SEK,SE0018012635
EZJ,EASYJET PLC,Industrie,Aktien,"1.565.695,16","0,02","1.565.695,16","284.031,00","5,51",Vereinigtes Königreich,London Stock Exchange,GBP,GB00B7KR2P84
SCT,SOFTCAT PLC,IT,Aktien,"1.543.812,86","0,02","1.543.812,86","96.004,00","16,08",Vereinigtes Königreich,London Stock Exchange,GBP,GB00BYZDVK82
MF,WENDEL,Financials,Aktien,"1.535.105,10","0,02","1.535.105,10","19.346,00","79,35",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0000121204
ATE,ALTEN SA,IT,Aktien,"1.529.209,35","0,02","1.529.209,35","22.807,00","67,05",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0000071946
TECN,TECAN GROUP AG,Gesundheitsversorgung,Aktien,"1.506.296,00","0,02","1.506.296,00","10.126,00","148,76",Schweiz,SIX Swiss Exchange,CHF,CH0012100191
DKSH,DKSH HOLDING AG,Industrie,Aktien,"1.500.905,14","0,02","1.500.905,14","25.161,00","59,65",Schweiz,SIX Swiss Exchange,CHF,CH0126673539
BAVA,BAVARIAN NORDIC,Gesundheitsversorgung,Aktien,"1.500.947,41","0,02","1.500.947,41","59.691,00","25,15",Dänemark,Omx Nordic Exchange Copenhagen A/S,DKK,DK0015998017
AMV0,AUMOVIO N,Zyklische Konsumgüter ,Aktien,"1.499.084,80","0,02","1.499.084,80","40.736,00","36,80",Deutschland,Xetra,EUR,DE000AUM0V10
NOD,NORDIC SEMICONDUCTOR,IT,Aktien,"1.494.408,84","0,02","1.494.408,84","134.684,00","11,10",Norwegen,Oslo Bors Asa,NOK,NO0003055501
GRG,GREGGS PLC,Zyklische Konsumgüter ,Aktien,"1.491.297,20","0,02","1.491.297,20","83.708,00","17,82",Vereinigtes Königreich,London Stock Exchange,GBP,GB00B63QSB39
PUIG,PUIG BRANDS SA CLASS B,Nichtzyklische Konsumgüter,Aktien,"1.490.034,50","0,02","1.490.034,50","102.761,00","14,50",Spanien,Bolsa De Madrid,EUR,ES0105777017
SDF,K S N AG,Materialien,Aktien,"1.458.366,93","0,02","1.458.366,93","125.613,00","11,61",Deutschland,Xetra,EUR,DE000KSAG888
BME,B&M EUROPEAN VALUE RETAIL SA,Zyklische Konsumgüter ,Aktien,"1.451.676,72","0,02","1.451.676,72","751.531,00","1,93",Vereinigtes Königreich,London Stock Exchange,GBP,LU1072616219
WALL B,WALLENSTAM CLASS B,Immobilien,Aktien,"1.449.753,38","0,02","1.449.753,38","370.063,00","3,92",Schweden,Nasdaq Omx Nordic,SEK,SE0017780133
HIAB,HIAB CORPORATION CLASS B,Industrie,Aktien,"1.443.516,70","0,02","1.443.516,70","29.641,00","48,70",Finnland,Nasdaq Omx Helsinki Ltd.,EUR,FI4000571013
SFSN,SFS GROUP AG,Industrie,Aktien,"1.441.274,84","0,02","1.441.274,84","13.194,00","109,24",Schweiz,SIX Swiss Exchange,CHF,CH0239229302
CLN,CLARIANT AG,Materialien,Aktien,"1.441.289,78","0,02","1.441.289,78","187.830,00","7,67",Schweiz,SIX Swiss Exchange,CHF,CH0012142631
SOP,SOPRA STERIA GROUP,IT,Aktien,"1.435.266,60","0,02","1.435.266,60","10.898,00","131,70",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0000050809
HPOL B,HEXPOL CLASS B,Materialien,Aktien,"1.424.492,16","0,02","1.424.492,16","183.766,00","7,75",Schweden,Nasdaq Omx Nordic,SEK,SE0007074281
AZE,AZELIS GROUP NV,Industrie,Aktien,"1.412.366,78","0,02","1.412.366,78","151.217,00","9,34",Belgien,Nyse Euronext - Euronext Brussels,EUR,BE0974400328
DLN,DERWENT LONDON REIT PLC,Immobilien,Aktien,"1.402.109,80","0,02","1.402.109,80","73.477,00","19,08",Vereinigtes Königreich,London Stock Exchange,GBP,GB0002652740
AMP,AMPLIFON,Gesundheitsversorgung,Aktien,"1.386.721,84","0,01","1.386.721,84","105.374,00","13,16",Italien,Borsa Italiana,EUR,IT0004056880
PUM,PUMA,Zyklische Konsumgüter ,Aktien,"1.376.486,73","0,01","1.376.486,73","80.946,00","17,00",Deutschland,Xetra,EUR,DE0006969603
BAKKA,BAKKAFROST,Nichtzyklische Konsumgüter,Aktien,"1.366.653,24","0,01","1.366.653,24","35.157,00","38,87",Norwegen,Oslo Bors Asa,NOK,FO0000000179
KINV B,KINNEVIK CLASS B,Financials,Aktien,"1.327.523,45","0,01","1.327.523,45","172.387,00","7,70",Schweden,Nasdaq Omx Nordic,SEK,SE0022060521
LXS,LANXESS AG,Materialien,Aktien,"1.214.863,86","0,01","1.214.863,86","72.921,00","16,66",Deutschland,Xetra,EUR,DE0005470405
TATE,TATE AND LYLE PLC,Nichtzyklische Konsumgüter,Aktien,"1.209.799,93","0,01","1.209.799,93","284.955,00","4,25",Vereinigtes Königreich,London Stock Exchange,GBP,GB00BP92CJ43
DIA,DIASORIN,Gesundheitsversorgung,Aktien,"1.115.011,20","0,01","1.115.011,20","18.339,00","60,80",Italien,Borsa Italiana,EUR,IT0003492391
SK,SEB SA,Zyklische Konsumgüter ,Aktien,"1.109.808,84","0,01","1.109.808,84","22.911,00","48,44",Frankreich,Nyse Euronext - Euronext Paris,EUR,FR0000121709
HEM,HEMNET GROUP,Kommunikation,Aktien,"1.010.611,35","0,01","1.010.611,35","65.455,00","15,44",Schweden,Nasdaq Omx Nordic,SEK,SE0015671995
OCDO,OCADO GROUP PLC,Nichtzyklische Konsumgüter,Aktien,"937.869,04","0,01","937.869,04","452.514,00","2,07",Vereinigtes Königreich,London Stock Exchange,GBP,GB00B3MBS747
PLN,PLN CASH,Cash und/oder Derivate,Geldmarkt,"718.382,74","0,01","718.382,74","3.039.635,00","23,63",Polen,-,PLN,
NOK,NOK CASH,Cash und/oder Derivate,Geldmarkt,"564.570,30","0,01","564.570,30","6.680.813,00","8,45",Norwegen,-,NOK,
SEK,SEK CASH,Cash und/oder Derivate,Geldmarkt,"360.661,48","0,00","360.661,48","3.973.404,00","9,08",Schweden,-,SEK,
DKK,DKK CASH,Cash und/oder Derivate,Geldmarkt,"329.052,10","0,00","329.052,10","2.457.557,00","13,39",Dänemark,-,DKK,
CHF,CHF CASH,Cash und/oder Derivate,Geldmarkt,"285.900,81","0,00","285.900,81","266.959,00","107,10",Schweiz,-,CHF,
ETD_EUR,ETD EUR BALANCE WITH R84910,Cash und/oder Derivate,Geldmarkt,"0,00","0,00","0,00","0,00","100,00",Europäische Union,-,EUR,
GBP,GBP/EUR,Cash und/oder Derivate,FX,"-1,23","0,00","-1,23","-444.239,00","1,00",Europäische Union,-,EUR,
VIS.D,"DERECHOS VISCOFAN, S.A. SA",Nichtzyklische Konsumgüter,Aktien,"0,00","0,00","0,00","0,00","0,00",Spanien,Bolsa De Madrid,EUR,ES0684262944
